Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/admin/logs?limit=30,13,0,15,15.024561540205749,13.473150989739224,18.499654019251466,7982.0,0.2200863564631653,0.0,15,16,16,16,17,18,18,18,18,18,18
GET,/admin/stats,78,0,9,21.526845397415737,6.363966997014359,216.74738998990506,2819.0,1.3205181387789917,0.0,9,9,10,10,11,160,210,220,220,220,220
GET,/admin/users?page=1&limit=20,4,0,15.708035993156955,14.982881999458186,12.89054099470377,15.708035993156955,7119.0,0.06771887891174316,0.0,16,16,16,16,16,16,16,16,16,16,16
GET,/admin/users?page=1&limit=20&is_active=false,1,0,15.347923006629571,15.347923006629571,15.347923006629571,15.347923006629571,7228.0,0.01692971972793579,0.0,15,15,15,15,15,15,15,15,15,15,15
GET,/admin/users?page=1&limit=20&is_active=true,1,0,14.771398971788585,14.771398971788585,14.771398971788585,14.771398971788585,7119.0,0.01692971972793579,0.0,15,15,15,15,15,15,15,15,15,15,15
GET,/admin/users?page=2&limit=20,3,0,16,16.605784340451162,15.485821000766009,18.29436101252213,7205.0,0.05078915918380738,0.0,16,16,18,18,18,18,18,18,18,18,18
GET,/admin/users?page=2&limit=20&is_active=false,1,0,11.926022998522967,11.926022998522967,11.926022998522967,11.926022998522967,59.0,0.01692971972793579,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,/admin/users?page=2&limit=20&is_active=true,1,0,14.356999978190288,14.356999978190288,14.356999978190288,14.356999978190288,7195.0,0.01692971972793579,0.0,14,14,14,14,14,14,14,14,14,14,14
GET,/admin/users?page=3&limit=20,9,0,15,14.500059116269565,12.83774001058191,16.3927829999011,7150.0,0.15236747755142213,0.0,15,15,16,16,16,16,16,16,16,16,16
GET,/admin/users?page=3&limit=20&is_active=false,1,0,13.47639798768796,13.47639798768796,13.47639798768796,13.47639798768796,59.0,0.01692971972793579,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,/admin/users?page=3&limit=20&is_active=true,1,0,13.812563003739342,13.812563003739342,13.812563003739342,13.812563003739342,7097.0,0.01692971972793579,0.0,14,14,14,14,14,14,14,14,14,14,14
GET,/admin/users?page=4&limit=20,7,0,15,15.213558570914236,13.416884001344442,18.22978799464181,7224.0,0.11850803809555055,0.0,15,15,16,16,18,18,18,18,18,18,18
GET,/admin/users?page=4&limit=20&is_active=false,2,0,14,14.580341492546722,13.537424005335197,15.623258979758248,59.0,0.03385943945587158,0.0,16,16,16,16,16,16,16,16,16,16,16
GET,/admin/users?page=5&limit=20,2,0,14.269317005528137,14.421989500988275,14.269317005528137,14.574661996448413,7088.0,0.03385943945587158,0.0,15,15,15,15,15,15,15,15,15,15,15
GET,/admin/users?page=5&limit=20&is_active=true,1,0,17.583128006663173,17.583128006663173,17.583128006663173,17.583128006663173,7086.0,0.01692971972793579,0.0,18,18,18,18,18,18,18,18,18,18,18
POST,/auth/login [admin],10,0,420,330.9877875086386,45.62632800661959,499.8874410230201,313.0,0.16929719727935794,0.0,430,460,460,490,500,500,500,500,500,500,500
POST,/auth/login [user],40,0,55,55.214181676274166,28.15922599984333,82.51643800758757,38.0,0.6771887891174317,0.0,56,60,62,65,73,75,83,83,83,83,83
GET,/orders [admin list],65,0,22,21.37808764460855,14.821032993495464,27.143220999278128,16641.615384615383,1.1004317823158265,0.0,22,23,24,25,26,26,27,27,27,27,27
GET,/products [init],5,0,9,19.91575739812106,3.9275189919862896,61.15431900252588,11369.0,0.08464859863967897,0.0,9,17,17,61,61,61,61,61,61,61,61
GET,/products/<id>,322,0,4,5.852324512562286,2.2219590027816594,39.55933899851516,443.860248447205,5.451369752395325,0.0,4,4,9,10,11,12,20,24,40,40,40
GET,/products?[filters],598,0,4,6.2703625718073255,2.4716600019019097,66.99219101574272,2790.282608695652,10.123972397305604,0.0,4,4,5,11,13,15,16,30,67,67,67
,Aggregated,1165,0,4,12.894559310761164,2.2219590027816594,499.8874410230201,2998.7175965665238,19.7231234830452,0.0,4,9,12,13,20,38,62,140,490,500,500
