Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/admin/logs?limit=30,2,0,14.011929975822568,15.186350487056188,14.011929975822568,16.36077099828981,7982.0,0.033893783885317115,0.0,16,16,16,16,16,16,16,16,16,16,16
GET,/admin/stats,13,0,9,81.08585577261132,6.466891005402431,214.95918900473043,2820.3846153846152,0.22030959525456123,0.0,9,140,210,210,210,210,210,210,210,210,210
GET,/admin/users?page=1&limit=20,3,0,15,15.555716003291309,13.519269006792456,17.740645009325817,7119.0,0.05084067582797567,0.0,15,15,18,18,18,18,18,18,18,18,18
GET,/admin/users?page=3&limit=20,3,0,16,16.150787657049175,15.956016985001042,16.522232996067032,7150.0,0.05084067582797567,0.0,16,16,17,17,17,17,17,17,17,17,17
GET,/admin/users?page=5&limit=20,2,0,14.029629994183779,15.21279949520249,14.029629994183779,16.3959689962212,7088.0,0.033893783885317115,0.0,16,16,16,16,16,16,16,16,16,16,16
POST,/auth/login [admin],2,0,18,212.59088600345422,17.56898598978296,407.6127860171255,313.0,0.033893783885317115,0.0,410,410,410,410,410,410,410,410,410,410,410
POST,/auth/login [user],8,0,23,26.002662500104634,17.46616599848494,36.91049700137228,38.0,0.13557513554126846,0.0,29,30,34,34,37,37,37,37,37,37,37
GET,/orders [admin list],13,0,22,21.84976192746455,17.406487982952967,26.302766986191273,16737.153846153848,0.22030959525456123,0.0,22,24,25,25,25,26,26,26,26,26,26
GET,/products [init],4,0,35,35.05413948732894,25.445130973821506,40.404786996077746,11369.0,0.06778756777063423,0.0,40,40,40,40,40,40,40,40,40,40,40
GET,/products/<id>,70,0,10,8.141351672488131,3.0243939836509526,14.134641998680308,442.74285714285713,1.186282435986099,0.0,10,10,11,11,12,12,12,14,14,14,14
GET,/products?[filters],120,0,5,10.387436559055155,2.9738979937974364,86.18881698930636,2509.0,2.0336270331190267,0.0,5,13,14,15,16,18,60,86,86,86,86
,Aggregated,240,0,10,17.016197813184892,2.9738979937974364,407.6127860171255,2940.304166666667,4.067254066238053,0.0,10,14,15,16,23,37,210,210,410,410,410
