Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/admin/logs?limit=30,77,0,16,24.188748387734755,12.316071981331334,259.6758639847394,7982.0,1.302407978367443,0.0,16,16,17,17,18,120,170,260,260,260,260
GET,/admin/stats,334,0,9,43.07876541451788,5.9969539870508015,1220.895072008716,2819.047904191617,5.649406036035402,0.0,9,9,10,10,11,14,1100,1200,1200,1200,1200
GET,/admin/users?page=1&limit=20,22,0,15,14.68951590438585,12.56334301433526,17.0195669925306,7119.0,0.37211656524784087,0.0,15,15,16,16,16,17,17,17,17,17,17
GET,/admin/users?page=1&limit=20&is_active=false,6,0,14,13.806072000685768,12.115327001083642,15.289845003280789,7228.0,0.10148633597668387,0.0,14,14,15,15,15,15,15,15,15,15,15
GET,/admin/users?page=1&limit=20&is_active=true,9,0,15,14.789496554941353,12.870548001956195,16.882297000847757,7119.0,0.1522295039650258,0.0,15,15,16,16,17,17,17,17,17,17,17
GET,/admin/users?page=2&limit=20,25,0,15,19.65104687726125,12.60204499703832,133.74133399338461,7205.0,0.4228597332361828,0.0,15,16,16,16,17,18,130,130,130,130,130
GET,/admin/users?page=2&limit=20&is_active=false,4,0,13,13.497680498403497,12.453292001737282,14.21876298263669,59.0,0.06765755731778925,0.0,14,14,14,14,14,14,14,14,14,14,14
GET,/admin/users?page=2&limit=20&is_active=true,3,0,17,17.027666346014787,16.500938014360145,17.797934007830918,7195.0,0.050743167988341935,0.0,17,17,18,18,18,18,18,18,18,18,18
GET,/admin/users?page=3&limit=20,21,0,15,15.115643043481256,11.59289397764951,18.310087005374953,7150.0,0.35520217591839354,0.0,15,15,16,17,18,18,18,18,18,18,18
GET,/admin/users?page=3&limit=20&is_active=false,5,0,12,28.490529803093523,10.556599008850753,94.80292099760845,59.0,0.08457194664723655,0.0,12,13,13,95,95,95,95,95,95,95,95
GET,/admin/users?page=3&limit=20&is_active=true,4,0,14,14.14950249454705,13.810666976496577,14.53532898449339,7097.0,0.06765755731778925,0.0,14,14,15,15,15,15,15,15,15,15,15
GET,/admin/users?page=4&limit=20,17,0,15,15.086693586507703,12.752989976434037,17.548711999552324,7224.0,0.2875446186006043,0.0,15,16,16,17,17,18,18,18,18,18,18
GET,/admin/users?page=4&limit=20&is_active=false,3,0,13.96958899567835,13.344122329726815,12.462259008316323,13.96958899567835,59.0,0.050743167988341935,0.0,14,14,14,14,14,14,14,14,14,14,14
GET,/admin/users?page=4&limit=20&is_active=true,2,0,14,14.346138501423411,13.548115006415173,15.144161996431649,7241.0,0.03382877865889462,0.0,15,15,15,15,15,15,15,15,15,15,15
GET,/admin/users?page=5&limit=20,24,0,16,33.9019397518617,13.10839899815619,202.65081399702467,7088.0,0.4059453439067355,0.0,16,16,16,18,140,160,200,200,200,200,200
GET,/admin/users?page=5&limit=20&is_active=false,2,0,12.340903020231053,13.098716022795998,12.340903020231053,13.856529025360942,59.0,0.03382877865889462,0.0,14,14,14,14,14,14,14,14,14,14,14
GET,/admin/users?page=5&limit=20&is_active=true,7,0,15,14.989458136759433,12.943373003508896,17.103928985306993,7086.0,0.11840072530613117,0.0,15,16,16,16,17,17,17,17,17,17,17
POST,/auth/login [admin],40,0,180,179.69847757412936,88.12317400588654,261.4880900073331,313.0,0.6765755731778924,0.0,190,230,230,240,250,260,260,260,260,260,260
POST,/auth/login [user],160,0,220,209.40588210778515,62.36888098646887,362.3008019931149,38.0,2.7063022927115696,0.0,220,240,250,270,290,300,320,330,360,360,360
GET,/orders [admin list],221,0,21,33.116418883316136,13.87186799547635,329.75986402016133,16717.045248868777,3.738080041807856,0.0,21,23,24,24,25,140,250,310,330,330,330
GET,/products [init],2,0,4.3264609994366765,41.23053248622455,4.3264609994366765,78.13460397301242,11369.0,0.03382877865889462,0.0,78,78,78,78,78,78,78,78,78,78,78
GET,/products/<id>,1271,0,3,5.646666756264695,1.8420760170556605,259.2285040009301,444.1778127458694,21.498188837727533,0.0,3,4,4,4,5,10,46,66,220,260,260
GET,/products?[filters],2522,0,4,6.095808981124771,2.172168984543532,307.88673798087984,2794.1998413957176,42.65808988886612,0.0,4,4,4,5,10,13,16,47,250,310,310
,Aggregated,4781,0,4,18.78631327862059,1.8420760170556605,1220.895072008716,2908.5208115457017,80.8676953840876,0.0,4,5,9,11,18,100,230,270,1200,1200,1200
