Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/admin/logs?limit=30,220,0,16,19.60268385896184,12.10806702147238,180.95744898892008,7982.0,3.7188085964959336,0.0,16,17,18,18,22,48,65,90,180,180,180
GET,/admin/stats,868,0,9,13.598378988344722,5.407863005530089,433.2235820183996,2819.9953917050693,14.67239028072032,0.0,9,10,11,11,13,30,63,87,430,430,430
GET,/admin/users?page=1&limit=20,62,0,15,16.12620109517593,12.348585994914174,50.95237199566327,7119.0,1.0480278771943086,0.0,15,16,17,17,19,20,24,51,51,51,51
GET,/admin/users?page=1&limit=20&is_active=false,11,0,15,20.25095190567134,13.874829979613423,59.57697800477035,7228.0,0.18594042982479667,0.0,15,17,18,18,26,60,60,60,60,60,60
GET,/admin/users?page=1&limit=20&is_active=true,13,0,16,21.03380369282184,14.159939019009471,75.86039800662547,7119.0,0.21974778070203244,0.0,16,16,17,19,23,76,76,76,76,76,76
GET,/admin/users?page=2&limit=20,57,0,16,18.33736457966121,11.523563007358462,87.58967299945652,7205.0,0.9635095000012192,0.0,16,17,17,18,20,30,75,88,88,88,88
GET,/admin/users?page=2&limit=20&is_active=false,16,0,14,15.998072436559596,10.824502998730168,51.78905400680378,59.0,0.27045880701788605,0.0,14,14,16,16,16,52,52,52,52,52,52
GET,/admin/users?page=2&limit=20&is_active=true,16,0,15,15.240716747939587,13.052994996542111,18.92317199963145,7195.0,0.27045880701788605,0.0,15,15,16,16,17,19,19,19,19,19,19
GET,/admin/users?page=3&limit=20,57,0,16,18.22234850822082,12.38177201594226,75.38155501242727,7150.0,0.9635095000012192,0.0,16,17,17,17,18,35,62,75,75,75,75
GET,/admin/users?page=3&limit=20&is_active=false,11,0,12,12.939854456238788,11.212232988327742,14.811175991781056,59.0,0.18594042982479667,0.0,12,14,15,15,15,15,15,15,15,15,15
GET,/admin/users?page=3&limit=20&is_active=true,7,0,17,17.082301429971785,13.076562026981264,21.283128997310996,7097.0,0.11832572807032515,0.0,17,18,18,18,21,21,21,21,21,21,21
GET,/admin/users?page=4&limit=20,69,0,15,17.28030412872929,12.474346993258223,55.902090010931715,7224.0,1.1663536052646337,0.0,15,17,17,18,23,32,37,56,56,56,56
GET,/admin/users?page=4&limit=20&is_active=false,13,0,13,14.000148622122092,9.82067800941877,29.25838000373915,59.0,0.21974778070203244,0.0,13,14,14,14,15,29,29,29,29,29,29
GET,/admin/users?page=4&limit=20&is_active=true,14,0,15,16.077398145820812,12.305532989557832,21.815322019392624,7241.0,0.2366514561406503,0.0,16,16,17,20,20,22,22,22,22,22,22
GET,/admin/users?page=5&limit=20,66,0,15,16.434062301414087,12.847848003730178,35.88918599416502,7088.0,1.11564257894878,0.0,16,16,17,17,20,23,27,36,36,36,36
GET,/admin/users?page=5&limit=20&is_active=false,11,0,12,12.382026362254031,9.383128985064104,15.700525982538238,59.0,0.18594042982479667,0.0,12,13,13,13,14,16,16,16,16,16,16
GET,/admin/users?page=5&limit=20&is_active=true,16,0,17,19.9561430617905,12.335456995060667,67.95722499373369,7086.0,0.27045880701788605,0.0,17,17,20,20,21,68,68,68,68,68,68
POST,/auth/login [admin],120,0,77,146.96042002324248,47.49649000586942,1060.4671599867288,313.0,2.0284410526341454,0.0,77,89,100,120,190,790,880,910,1100,1100,1100
POST,/auth/login [user],480,0,100,107.49893835388018,52.351091988384724,369.2104810033925,38.0,8.113764210536582,0.0,110,120,120,130,150,170,190,220,370,370,370
GET,/orders [admin list],633,0,23,27.561034664061467,14.096741011599079,184.32405299972743,16665.257503949448,10.700026552645118,0.0,23,25,26,27,34,76,94,110,180,180,180
GET,/products [init],4,0,8,35.78634248697199,6.16058599553071,121.1564389814157,11369.0,0.06761470175447151,0.0,8,8,120,120,120,120,120,120,120,120,120
GET,/products/<id>,3389,0,4,4.925511045502755,1.8114240083377808,108.46968300756998,443.59486574210683,57.28655606147599,0.0,4,4,5,5,6,11,22,29,73,110,110
GET,/products?[filters],6945,0,4,5.626394695783727,1.9163130200468004,106.69017498730682,2795.963282937365,117.39602592120117,0.0,4,5,5,5,8,14,25,37,78,110,110
,Aggregated,13098,0,4,12.688128796913258,1.8114240083377808,1060.4671599867288,2943.653840280959,221.404340895017,0.0,4,6,9,12,22,63,110,130,370,910,1100
