Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/admin/logs?limit=30,144,0,8,50.43807834721292,6.355734999942797,3159.7748519998277,7982.0,2.4367369273259625,0.0,8,9,9,9,11,12,1000,1000,3200,3200,3200
GET,/admin/stats,588,0,82,148.85701671428367,71.05472700004611,3362.7186270000493,2815.8469387755104,9.950009119914347,0.0,82,88,96,110,130,160,1300,2400,3400,3400,3400
GET,/admin/users?page=1&limit=20,45,0,8,7.739161488896368,6.040042999984507,10.177304000080767,7119.0,0.7614802897893632,0.0,8,8,8,9,9,9,10,10,10,10,10
GET,/admin/users?page=1&limit=20&is_active=false,7,0,8,8.009902714223115,6.610336999983701,8.749482999974134,7228.0,0.11845248952278985,0.0,8,8,8,8,9,9,9,9,9,9,9
GET,/admin/users?page=1&limit=20&is_active=true,9,0,8,7.775608333329526,6.885491000048205,8.57869599985861,7119.0,0.15229605795787265,0.0,8,8,8,9,9,9,9,9,9,9,9
GET,/admin/users?page=2&limit=20,37,0,8,78.6984004865042,6.274079000149868,2635.861900000009,7205.0,0.626106016049032,0.0,8,8,8,8,8,11,2600,2600,2600,2600,2600
GET,/admin/users?page=2&limit=20&is_active=false,10,0,6,6.831083599990961,5.477571000028547,8.530500999995638,59.0,0.16921784217541405,0.0,7,7,7,8,9,9,9,9,9,9,9
GET,/admin/users?page=2&limit=20&is_active=true,10,0,7,7.319481500007896,6.434809999973368,8.431093999888617,7195.0,0.16921784217541405,0.0,7,7,8,8,8,8,8,8,8,8,8
GET,/admin/users?page=3&limit=20,47,0,8,31.105485382964773,5.498539999962304,1107.6162770000337,7150.0,0.7953238582244461,0.0,8,8,8,8,9,9,1100,1100,1100,1100,1100
GET,/admin/users?page=3&limit=20&is_active=false,6,0,6,6.296455833307846,5.6111999999757245,7.135846999972273,59.0,0.10153070530524844,0.0,6,6,6,6,7,7,7,7,7,7,7
GET,/admin/users?page=3&limit=20&is_active=true,8,0,7,8.107717875049048,6.211458000052517,9.858148000148503,7097.0,0.13537427374033126,0.0,9,9,10,10,10,10,10,10,10,10,10
GET,/admin/users?page=4&limit=20,46,0,8,100.01453249998596,6.364410000060161,1981.7735019998963,7224.0,0.7784020740069046,0.0,8,9,9,9,11,360,2000,2000,2000,2000,2000
GET,/admin/users?page=4&limit=20&is_active=false,10,0,7,138.86072559998865,6.049688999837599,1328.3674710000923,59.0,0.16921784217541405,0.0,7,7,7,7,1300,1300,1300,1300,1300,1300,1300
GET,/admin/users?page=4&limit=20&is_active=true,8,0,8,8.029665500004057,7.201784000017142,9.551751000117292,7241.0,0.13537427374033126,0.0,8,8,9,9,10,10,10,10,10,10,10
GET,/admin/users?page=5&limit=20,36,0,7,7.96231608333326,6.5386969999963185,13.933254999983546,7088.0,0.6091842318314906,0.0,7,8,8,9,10,11,14,14,14,14,14
GET,/admin/users?page=5&limit=20&is_active=false,8,0,6,6.428875625005048,5.4954770000676945,7.340216000102373,59.0,0.13537427374033126,0.0,6,7,7,7,7,7,7,7,7,7,7
GET,/admin/users?page=5&limit=20&is_active=true,9,0,8,114.19191022231543,6.9571829999404144,966.9988850000664,7086.0,0.15229605795787265,0.0,8,8,8,8,970,970,970,970,970,970,970
POST,/auth/login [admin],80,0,2500,2332.5319741249928,1266.2055789999158,4433.633220999809,313.0,1.3537427374033124,0.0,2600,2800,2800,3200,3600,3700,4300,4400,4400,4400,4400
POST,/auth/login [user],320,0,1400,1583.5124477624963,31.37040999990859,3776.8465089998244,38.0,5.41497094961325,0.0,1400,2600,2800,2900,3500,3700,3700,3800,3800,3800,3800
GET,/orders [admin list],446,0,12,81.45807752690308,7.236532999968404,3189.6885060000386,16769.452914798207,7.547115761023467,0.0,12,13,13,13,15,230,1900,2300,3200,3200,3200
GET,/products [init],33,0,63,58.23503999999268,33.40438800000811,85.10828599992237,11369.0,0.5584188791788663,0.0,63,67,69,70,79,82,85,85,85,85,85
GET,/products/<id>,2430,0,2,29.32911923662688,0.702588999956788,3386.5424109999367,445.35884773662553,41.119935648625614,0.0,2,2,3,3,5,6,8,1300,3300,3400,3400
GET,/products?[filters],4844,0,2,24.606130595173045,0.7486599999992904,3653.7048440000035,2727.2095375722542,81.96912274977058,0.0,2,2,3,3,7,8,10,690,3600,3700,3700
,Aggregated,9181,0,2,112.11665799379337,0.702588999956788,4433.633220999809,2926.3769741858187,155.35890090124764,0.0,2,5,7,8,78,150,2600,3200,3700,4400,4400
